Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
49.6800,414.242,2070.3816,4.998
49.7000,411.192,2051.0256,4.988
49.7200,415.095,2072.1543,4.992
49.7400,409.972,2047.4,4.994
49.7600,423.024,2111.7358,4.992
49.7800,410.948,2050.6304,4.99
49.8000,415.339,2074.2029,4.994
49.8200,411.436,2053.8887,4.992
49.8400,414.973,2072.375,4.994
49.8600,410.704,2050.2344,4.992
49.8800,414.729,2070.3271,4.992
49.9000,416.803,2079.8469,4.99
49.9200,412.778,2060.5879,4.992
49.9400,410.338,2047.5865,4.99
49.9600,414.729,2071.1567,4.994
49.9800,410.216,2046.1573,4.988
50.0000,412.9,2060.3708,4.99
50.0200,414.607,2070.5474,4.994
50.0400,414.607,2068.0596,4.988
50.0600,410.704,2050.2344,4.992
50.0800,412.778,2060.5879,4.992
50.1000,409.728,2043.7233,4.988
50.1200,413.51,2064.2419,4.992
50.1400,411.314,2052.4568,4.99
50.1600,411.802,2056.5391,4.994
50.1800,410.582,2050.4465,4.994
50.2000,415.461,2073.1504,4.99
50.2200,410.704,2049.4128,4.99
50.2400,412.9,2060.3708,4.99
50.2600,409.85,2045.1515,4.99
50.2800,412.778,2061.4133,4.994
50.3000,410.216,2046.9778,4.99
50.3200,413.754,2064.6323,4.99
50.3400,409.972,2046.5802,4.992
50.3600,413.632,2065.6782,4.994
50.3800,409.362,2041.8976,4.988
50.4000,412.778,2059.7622,4.99
50.4200,415.583,2073.759,4.99
50.4400,412.534,2060.1948,4.994
50.4600,410.704,2049.4128,4.99
50.4800,412.9,2062.0225,4.994
50.5000,410.338,2047.5865,4.99
50.5200,412.9,2061.1968,4.992
50.5400,410.338,2046.766,4.988
50.5600,540.978,2697.3164,4.986
50.5800,535.001,2671.7949,4.994
50.6000,535.367,2670.4106,4.988
50.6200,532.805,2659.7627,4.992
50.6400,534.381,2666.561,4.99
50.6600,533.771,2665.6523,4.994
50.6800,411.062,2052.8438,4.994
50.7000,413.624,2065.6382,4.994
50.7200,411.55,2053.6343,4.99
50.7400,413.502,2065.0291,4.994
50.7600,410.452,2047.3345,4.988
50.7800,415.209,2071.8928,4.99
50.8000,412.282,2057.2871,4.99
50.8200,412.892,2061.157,4.992
50.8400,411.794,2055.6758,4.992
50.8600,413.624,2065.6382,4.994
50.8800,411.306,2053.2395,4.992
50.9000,423.504,2114.1321,4.992
50.9200,422.772,2110.4778,4.992
50.9400,420.333,2097.4617,4.99
50.9600,419.845,2095.8662,4.992
50.9800,430.335,2147.3716,4.99
51.0000,413.868,2066.8569,4.994
51.0200,410.574,2048.7642,4.99
51.0400,414.112,2068.0752,4.994
51.0600,410.33,2046.726,4.988
51.0800,413.868,2066.0291,4.992
51.1000,410.452,2048.1553,4.99
51.1200,413.746,2065.4202,4.992
51.1400,409.103,2042.2422,4.992
51.1600,420.203,2097.6533,4.992
51.1800,591.211,2946.5957,4.984
51.2000,752.95,3751.1968,4.982
51.2200,743.924,3709.2051,4.986
51.2400,736.483,3672.1042,4.986
51.2600,723.432,3614.2661,4.996
51.2800,753.316,3760.5535,4.992
51.3000,761.366,3799.2163,4.99
51.3200,750.632,3748.6562,4.994
51.3400,755.267,3770.293,4.992
51.3600,751.12,3751.0933,4.994
51.3800,745.509,3723.0718,4.994
51.4000,986.55,4911.0459,4.978
51.4200,1014.971,5056.5854,4.982
51.4400,1016.435,5072.0103,4.99
51.4600,1019.118,5087.437,4.992
51.4800,1021.558,5097.5742,4.99
51.5000,1012.409,5053.9458,4.992
51.5200,741.01,3708.0142,5.004
51.5400,741.01,3700.604,4.994
51.5600,733.814,3663.1997,4.992
51.5800,738.449,3687.8142,4.994
51.6000,734.546,3666.8538,4.992
51.6200,747.353,3729.2915,4.99
51.6400,741.62,3702.167,4.992
51.6600,763.454,3811.1624,4.992
51.6800,741.01,3700.604,4.994
51.7000,747.109,3728.0737,4.99
51.7200,742.108,3703.1187,4.99
51.7400,757.111,3781.0125,4.994
51.7600,738.571,3686.9465,4.992
51.7800,738.327,3684.2517,4.99
51.8000,737.473,3682.9402,4.994
51.8200,757.599,3781.9343,4.992
51.8400,729.422,3639.8157,4.99
51.8600,750.159,3741.793,4.988
51.8800,759.673,3790.7681,4.99
51.9000,801.877,3998.1589,4.986
51.9200,751.744,3749.6992,4.988
51.9400,744.548,3716.7834,4.992
51.9600,748.085,3732.9441,4.99
51.9800,745.279,3718.9419,4.99
52.0000,754.794,3766.4219,4.99
52.0200,739.059,3690.8608,4.994
52.0400,743.328,3709.2065,4.99
52.0600,1011.068,5037.1406,4.982
52.0800,1004.603,5004.9321,4.982
52.1000,1023.021,5100.7827,4.986
52.1200,1047.295,5226.002,4.99
52.1400,1020.582,5094.7451,4.992
52.1600,799.681,4001.604,5.004
52.1800,747.353,3733.7756,4.996
52.2000,736.375,3677.4568,4.994
52.2200,733.082,3662.4773,4.996
52.2400,735.765,3674.4104,4.994
52.2600,739.913,3692.1658,4.99
52.2800,740.278,3692.5066,4.988
52.3000,734.667,3668.927,4.994
52.3200,739.059,3690.8608,4.994
52.3400,751.622,3752.0972,4.992
52.3600,726.983,3626.1909,4.988
52.3800,745.279,3718.9419,4.99
52.4000,761.502,3801.4182,4.992
52.4200,743.45,3711.3025,4.992
52.4400,748.207,3736.5457,4.994
52.4600,743.938,3715.2263,4.994
52.4800,746.865,3728.3501,4.992
52.5000,740.888,3697.031,4.99
52.5200,751.744,3749.6992,4.988
52.5400,741.498,3700.0747,4.99
52.5600,740.034,3692.7695,4.99
52.5800,753.818,3763.0596,4.992
52.6000,740.156,3694.8589,4.992
52.6200,743.816,3714.6169,4.994
52.6400,745.767,3721.3772,4.99
52.6600,740.888,3698.5129,4.992
52.6800,736.131,3677.7102,4.996
52.7000,749.793,3742.9668,4.992
52.7200,739.425,3691.2097,4.992
52.7400,748.573,3733.8821,4.988
52.7600,731.13,3651.2632,4.994
52.7800,743.816,3713.1294,4.992
52.8000,736.985,3676.0811,4.988
52.8200,735.399,3672.5825,4.994
52.8400,781.751,3899.3738,4.988
52.8600,747.353,3730.7864,4.992
52.8800,761.624,3800.5037,4.99
52.9000,738.083,3685.9866,4.994
52.9200,744.67,3714.4138,4.988
52.9400,751.256,3750.27,4.992
52.9600,746.743,3726.2473,4.99
52.9800,734.424,3666.2446,4.992
53.0000,730.886,3647.1208,4.99
53.0200,735.643,3672.3301,4.992
53.0400,732.838,3658.3274,4.992
53.0600,726.251,3626.8975,4.994
53.0800,721.372,3602.5317,4.994
53.1000,720.396,3597.6575,4.994
53.1200,715.761,3573.0789,4.992
53.1400,717.225,3578.9524,4.99
53.1600,728.569,3638.4734,4.994
53.1800,733.204,3660.1543,4.992
53.2000,740.766,3697.9038,4.992
53.2200,722.104,3604.7432,4.992
53.2400,718.323,3585.8684,4.992
53.2600,729.91,3645.1704,4.994
53.2800,752.598,3753.959,4.988
53.3000,740.278,3693.9871,4.99
53.3200,729.91,3640.7908,4.988
53.3400,732.106,3656.1375,4.994
53.3600,740.522,3695.2046,4.99
53.3800,741.498,3700.0747,4.99
53.4000,726.007,3624.2271,4.992
53.4200,739.059,3690.8608,4.994
53.4400,732.472,3656.5002,4.992
53.4600,738.937,3687.2954,4.99
53.4800,731.618,3652.2371,4.992
53.5000,733.082,3658.0789,4.99
53.5200,741.986,3703.9944,4.992
53.5400,739.547,3691.8186,4.992
53.5600,730.764,3646.512,4.99
53.5800,731.374,3651.0193,4.992
53.6000,602.444,3009.8101,4.996
53.6200,732.35,3655.8911,4.992
53.6400,737.107,3678.1638,4.99
53.6600,744.777,3716.437,4.99
53.6800,652.199,3258.386,4.996
53.7000,743.558,3710.3542,4.99
53.7200,737.093,3681.0425,4.994
53.7400,695.134,3471.499,4.994
53.7600,728.433,3636.3376,4.992
53.7800,739.289,3690.5308,4.992
53.8000,731.238,3648.8774,4.99
53.8200,656.59,3277.6975,4.992
53.8400,740.264,3692.4368,4.988
53.8600,726.725,3627.811,4.992
53.8800,736.605,3677.1321,4.992
53.9000,732.078,3653.0691,4.99
53.9200,761.108,3796.4065,4.988
53.9400,441.174,2208.5171,5.006
53.9600,537.166,2681.5327,4.992
53.9800,538.142,2687.4812,4.994
54.0000,535.581,2672.5491,4.99
54.0200,538.752,2689.4502,4.992
54.0400,534.605,2668.748,4.992
54.0600,414.462,2069.8232,4.994
54.0800,411.901,2057.0337,4.994
54.1000,413.974,2067.3862,4.994
54.1200,413.12,2061.4688,4.99
54.1400,414.462,2069.8232,4.994
54.1600,413.852,2065.9492,4.992
54.1800,412.754,2060.468,4.992
54.2000,413.974,2066.5583,4.992
54.2200,413.12,2061.4688,4.99
54.2400,413.608,2065.5583,4.994
54.2600,413.608,2063.9038,4.99
54.2800,415.194,2071.8179,4.99
54.3000,412.876,2061.0771,4.992
54.3200,414.584,2070.4326,4.994
54.3400,413.242,2062.9041,4.992
54.3600,415.072,2072.0393,4.992
54.3800,412.754,2059.6423,4.99
54.4000,415.682,2074.2532,4.99
54.4200,427.025,2130.8547,4.99
54.4400,416.292,2077.2969,4.99
54.4600,412.022,2055.9897,4.99
54.4800,416.17,2076.6882,4.99
54.5000,412.144,2056.5986,4.99
54.5200,415.56,2075.3066,4.994
54.5400,412.022,2055.9897,4.99
54.5600,415.438,2075.5281,4.996
54.5800,425.805,2123.9153,4.988
54.6000,538.264,2684.8606,4.988
54.6200,536.19,2674.5156,4.988
54.6400,538.142,2685.3286,4.99
54.6600,535.337,2671.3313,4.99
54.6800,449.224,2244.323,4.996
54.7000,413.242,2063.7305,4.994
54.7200,415.682,2075.916,4.994
54.7400,412.998,2061.686,4.992
54.7600,415.438,2073.8665,4.992
54.7800,412.632,2059.0334,4.99
54.8000,415.438,2075.5281,4.996
54.8200,412.876,2060.2512,4.99
54.8400,417.511,2084.2148,4.992
54.8600,412.266,2057.2073,4.99
54.8800,414.95,2072.2603,4.994
54.9000,411.779,2055.6008,4.992
54.9200,414.95,2071.4304,4.992
54.9400,411.169,2051.7332,4.99
54.9600,415.072,2072.8694,4.994
54.9800,411.779,2055.6008,4.992
55.0000,415.072,2072.0393,4.992
55.0200,411.657,2054.1685,4.99
55.0400,415.194,2072.6484,4.992
55.0600,412.022,2056.814,4.992
55.0800,414.218,2067.7761,4.992
55.1000,418.365,2087.6411,4.99
55.1200,415.072,2071.2092,4.99
55.1400,411.901,2057.0337,4.994
55.1600,414.096,2066.3389,4.99
55.1800,412.998,2062.512,4.994
55.2000,413.73,2065.3403,4.992
55.2200,413.852,2066.7769,4.994
55.2400,413.73,2065.3403,4.992
55.2600,413.852,2065.9492,4.992
55.2800,412.632,2059.8589,4.992
55.3000,414.218,2066.9478,4.99
55.3200,416.048,2076.0793,4.99
55.3400,414.706,2069.3828,4.99
55.3600,413.364,2062.6863,4.99
55.3800,414.462,2069.8232,4.994
55.4000,411.786,2053.9885,4.988
55.4200,415.446,2073.9065,4.992
55.4400,412.762,2059.6824,4.99
55.4600,416.055,2076.1143,4.99
55.4800,412.03,2056.0295,4.99
55.5000,415.202,2072.6885,4.992
55.5200,602.799,3003.1445,4.982
55.5400,435.205,2174.2839,4.996
55.5600,416.543,2080.2158,4.994
55.5800,413.86,2065.989,4.992
55.6000,416.299,2078.9973,4.994
55.6200,418.129,2086.4636,4.99
55.6400,417.641,2084.8638,4.992
55.6600,411.916,2055.4607,4.99
55.6800,414.844,2070.9014,4.992
55.7000,412.038,2056.8938,4.992
55.7200,414.966,2070.6802,4.99
55.7400,411.794,2054.0286,4.988
55.7600,414.722,2070.2922,4.992
55.7800,411.062,2051.1995,4.99
55.8000,414.722,2069.4626,4.99
55.8200,411.916,2056.2847,4.992
55.8400,414.844,2071.731,4.994
55.8600,411.306,2053.2395,4.992
55.8800,414.6,2069.6833,4.992
55.9000,413.38,2064.4197,4.994
55.9200,413.136,2061.5486,4.99
55.9400,413.746,2064.5925,4.99
55.9600,414.112,2067.2471,4.992
55.9800,413.99,2066.6382,4.992
56.0000,413.258,2062.1572,4.99
56.0200,416.795,2079.8071,4.99
56.0400,414.966,2071.5103,4.992
56.0600,415.819,2075.7686,4.992
56.0800,412.648,2059.1135,4.99
56.1000,415.088,2072.1194,4.992
56.1200,412.282,2057.2871,4.99
56.1400,417.405,2084.5205,4.994
56.1600,410.811,2049.9468,4.99
56.1800,414.592,2068.814,4.99
56.2000,411.42,2052.1631,4.988
56.2200,414.836,2071.6909,4.994
56.2400,412.03,2056.8538,4.992
56.2600,414.592,2067.9849,4.988
56.2800,411.542,2054.4177,4.992
56.3000,413.616,2065.5984,4.994
56.3200,411.176,2053.4128,4.994
56.3400,413.616,2065.5984,4.994
56.3600,411.298,2053.1997,4.992
56.3800,414.348,2069.2539,4.994
56.4000,414.462,2069.8232,4.994
56.4200,413.12,2060.6426,4.988
56.4400,413.608,2065.5583,4.994
56.4600,412.998,2062.512,4.994
56.4800,413.73,2065.3403,4.992
56.5000,413.608,2063.9038,4.99
56.5200,414.584,2070.4326,4.994
56.5400,417.877,2086.042,4.992
56.5600,414.584,2069.6035,4.992
56.5800,412.266,2056.3828,4.988
56.6000,539.606,2689.3965,4.984
56.6200,534.849,2667.8267,4.988
56.6400,538.142,2686.405,4.992
56.6600,415.08,2074.5698,4.998
56.6800,413.25,2062.9441,4.992
56.7000,413.25,2063.7705,4.994
56.7200,413.372,2063.5532,4.992
56.7400,412.884,2061.1169,4.992
56.7600,416.909,2081.2097,4.992
56.7800,413.25,2062.9441,4.992
56.8000,414.47,2068.2053,4.99
56.8200,413.128,2061.5085,4.99
56.8400,414.836,2072.5205,4.996
56.8600,413.86,2065.989,4.992
56.8800,427.399,2131.8662,4.988
56.9000,412.518,2058.4648,4.99
56.9200,414.592,2069.6433,4.992
56.9400,411.664,2054.2034,4.99
56.9600,414.836,2070.8613,4.992
56.9800,430.205,2145.8625,4.988
57.0000,414.47,2068.2053,4.99
57.0200,423.252,2111.1809,4.988
57.0400,414.226,2067.8164,4.992
57.0600,411.176,2051.7681,4.99
57.0800,414.226,2066.9878,4.99
57.1000,411.542,2053.5945,4.99
57.1200,414.836,2070.0315,4.99
57.1400,410.201,2046.0825,4.988
57.1600,413.73,2066.1677,4.994
57.1800,413.12,2062.2952,4.992
57.2000,419.219,2092.7412,4.992
57.2200,413.364,2064.3398,4.994
57.2400,414.096,2067.9954,4.994
57.2600,413.364,2063.5132,4.992
57.2800,416.901,2080.3359,4.99
57.3000,419.585,2092.8899,4.988
57.3200,413.852,2065.1213,4.99
57.3400,412.022,2056.814,4.992
57.3600,413.486,2063.2949,4.99
57.3800,412.876,2061.9028,4.994
57.4000,412.51,2057.5999,4.988
57.4200,414.462,2069.8232,4.994
57.4400,413.242,2062.9041,4.992
57.4600,416.657,2079.9519,4.992
57.4800,413.608,2063.9038,4.99
57.5000,415.316,2074.0881,4.994
57.5200,412.876,2058.5999,4.986
57.5400,415.682,2075.0847,4.992
57.5600,412.754,2060.468,4.992
57.5800,415.926,2076.3025,4.992
57.6000,412.632,2059.0334,4.99
57.6200,420.439,2097.1497,4.988
57.6400,453.127,2261.1038,4.99
57.6600,784.892,3908.7622,4.98
57.6800,738.543,3680.8987,4.984
57.7000,746.715,3727.6016,4.992
57.7200,732.2,3655.1426,4.992
57.7400,736.469,3674.9802,4.99
57.7600,744.519,3713.6606,4.988
57.7800,741.836,3704.729,4.994
57.8000,750.008,3741.0398,4.988
57.8200,746.227,3725.1653,4.992
57.8400,720.125,3593.4236,4.99
57.8600,958.947,4773.6387,4.978
57.8800,1028.4709,5125.8994,4.984
57.9000,1012.634,5055.0688,4.992
57.9200,1016.781,5077.8042,4.994
57.9400,1028.125,5130.3438,4.99
57.9600,1026.5389,5122.4292,4.99
57.9800,738.191,3690.9548,5
58.0000,735.507,3674.593,4.996
58.0200,730.14,3646.3191,4.994
58.0400,738.435,3687.7444,4.994
58.0600,739.167,3688.4431,4.99
58.0800,736.605,3675.6587,4.99
58.1000,730.14,3644.8591,4.992
58.1200,735.263,3670.4329,4.992
58.1400,737.093,3678.094,4.99
58.1600,722.7,3607.7185,4.992
58.1800,731.848,3653.3855,4.992
58.2000,732.092,3654.6033,4.992
58.2200,743.314,3709.1367,4.99
58.2400,741.972,3702.4399,4.99
58.2600,749.047,3739.2427,4.992
58.2800,754.901,3765.446,4.988
58.3000,752.462,3753.2803,4.988
58.3200,728.921,3637.3157,4.99
58.3400,743.558,3713.3286,4.994
58.3600,757.463,3781.2554,4.992
58.3800,743.924,3713.6687,4.992
58.4000,729.897,3646.5652,4.996
58.4200,729.897,3642.1858,4.99
58.4400,742.338,3704.2666,4.99
58.4600,733.8,3666.0647,4.996
58.4800,743.436,3708.2585,4.988
58.5000,733.068,3659.4756,4.992
58.5200,999.217,4974.1021,4.978
58.5400,1020.318,5087.3057,4.986
58.5600,1035.687,5163.9355,4.986
58.5800,1035.809,5168.6865,4.99
58.6000,1021.538,5097.4746,4.99
58.6200,1040.444,5193.8965,4.992
58.6400,730.019,3651.5549,5.002
58.6600,723.69,3617.0027,4.998
58.6800,724.909,3620.1956,4.994
58.7000,721.738,3602.916,4.992
58.7200,724.299,3615.7007,4.992
58.7400,734.789,3669.5361,4.994
58.7600,733.57,3660.5142,4.99
58.7800,744.548,3716.7834,4.992
58.8000,742.718,3706.1628,4.99
58.8200,655.016,3272.4597,4.996
58.8400,769.065,3840.7107,4.994
58.8600,743.084,3709.4753,4.992
58.8800,745.523,3723.1418,4.994
58.9000,742.596,3707.0393,4.992
58.9200,746.499,3723.5371,4.988
58.9400,742.352,3704.3362,4.99
58.9600,742.352,3707.3059,4.994
58.9800,743.45,3711.3025,4.992
59.0000,739.547,3693.2976,4.994
59.0200,744.182,3714.9565,4.992
59.0400,740.034,3694.2498,4.992
59.0600,744.304,3715.5657,4.992
59.0800,741.986,3702.51,4.99
59.1000,746.255,3722.3198,4.988
59.1200,743.328,3709.2065,4.99
59.1400,747.475,3729.8999,4.99
59.1600,744.304,3715.5657,4.992
59.1800,741.376,3699.4661,4.99
59.2000,743.694,3712.5203,4.992
59.2200,737.351,3680.8564,4.992
59.2400,729.544,3641.8838,4.992
59.2600,725.031,3620.8049,4.994
59.2800,738.083,3684.5105,4.992
59.3000,747.475,3729.8999,4.99
59.3200,748.085,3731.448,4.988
59.3400,730.032,3645.7798,4.994
59.3600,738.693,3687.5554,4.992
59.3800,737.229,3678.7725,4.99
59.4000,739.547,3690.3394,4.99
59.4200,762.966,3811.7781,4.996
59.4400,744.304,3714.0769,4.99
59.4600,744.304,3715.5657,4.992
59.4800,728.203,3635.1895,4.992
59.5000,732.594,3657.1094,4.992
59.5200,733.448,3658.4385,4.988
59.5400,738.449,3686.3374,4.992
59.5600,731.13,3651.2632,4.994
59.5800,722.836,3606.9514,4.99
59.6000,727.349,3629.4714,4.99
59.6200,724.787,3616.687,4.99
59.6400,721.616,3600.8638,4.99
59.6600,730.642,3644.4424,4.988
59.6800,738.815,3688.1646,4.992
59.7000,723.934,3612.4307,4.99
59.7200,729.788,3643.1018,4.992
59.7400,730.642,3645.9036,4.99
59.7600,746.499,3725.03,4.99
59.7800,767.601,3831.8643,4.992
59.8000,728.081,3634.5803,4.992
59.8200,743.328,3710.6934,4.992
59.8400,740.4,3697.5576,4.994
59.8600,737.839,3686.2434,4.996
59.8800,737.473,3681.4653,4.992
59.9000,722.958,3607.5603,4.99
59.9200,737.351,3680.8564,4.992
59.9400,730.032,3644.3198,4.992
59.9600,733.082,3658.0789,4.99
59.9800,740.766,3697.9038,4.992
60.0000,745.401,3722.5325,4.994
60.0200,734.18,3666.4949,4.994
60.0400,737.473,3681.4653,4.992
60.0600,736.375,3677.4568,4.994
60.0800,717.591,3579.3438,4.988
60.1000,740.766,3699.3853,4.994
60.1200,738.571,3686.9465,4.992
60.1400,655.382,3274.2883,4.996
60.1600,740.766,3694.9407,4.988
60.1800,743.938,3709.2749,4.986
60.2000,695.635,3474.0012,4.994
60.2200,726.739,3624.9741,4.988
60.2400,746.743,3729.2344,4.994
60.2600,738.205,3685.1196,4.992
60.2800,665.506,3324.8677,4.996
60.3000,754.55,3763.6953,4.988
60.3200,724.909,3618.7458,4.992
60.3400,730.154,3643.4683,4.99
60.3600,735.643,3672.3301,4.992
60.3800,782.97,3908.5862,4.992
60.4000,552.678,2763.3899,5
60.4200,543.163,2714.7288,4.998
60.4400,494.861,2472.3254,4.996
60.4600,410.452,2050.6182,4.996
60.4800,414.234,2068.6846,4.994
60.5000,539.626,2690.5752,4.986
60.5200,414.722,2071.9509,4.996
60.5400,412.038,2057.7178,4.994
60.5600,414.6,2068.854,4.99
60.5800,411.794,2055.6758,4.992
60.6000,413.868,2065.2012,4.99
60.6200,421.43,2104.6213,4.994
60.6400,537.553,2680.2393,4.986
60.6600,536.465,2676.9604,4.99
60.6800,537.563,2682.4392,4.99
60.7000,413.388,2065.2864,4.996
60.7200,415.095,2073.8145,4.996
60.7400,412.168,2056.7183,4.99
60.7600,416.071,2077.0266,4.992
60.7800,412.29,2057.3271,4.99
60.8000,415.217,2073.5938,4.994
60.8200,420.462,2098.1052,4.99
60.8400,416.803,2080.6807,4.992
60.8600,412.046,2056.1094,4.99
60.8800,415.339,2074.2029,4.994
60.9000,411.314,2052.4568,4.99
60.9200,414.364,2068.5051,4.992
60.9400,412.9,2059.5452,4.988
60.9600,412.9,2062.0225,4.994
60.9800,412.29,2058.1519,4.992
61.0000,413.998,2065.8499,4.99
61.0200,414.12,2068.1152,4.994
61.0400,420.706,2098.4814,4.988
61.0600,414.607,2070.5474,4.994
61.0800,414.485,2069.1091,4.992
61.1000,417.291,2083.1167,4.992
61.1200,412.656,2059.9788,4.992
61.1400,415.217,2072.7634,4.992
61.1600,411.428,2053.8486,4.992
61.1800,414.722,2069.4626,4.99
61.2000,410.94,2051.4126,4.992
61.2200,414.356,2068.4651,4.992
61.2400,412.648,2060.7642,4.994
61.2600,413.624,2064.811,4.992
61.2800,412.648,2059.939,4.992
61.3000,413.38,2062.7661,4.99
61.3200,413.136,2062.375,4.992
61.3400,415.819,2074.9368,4.99
61.3600,414.844,2070.9014,4.992
61.3800,413.38,2063.593,4.992
61.4000,416.551,2078.5894,4.99
61.4200,412.892,2060.3311,4.99
61.4400,415.575,2075.3816,4.994
61.4600,413.99,2065.8101,4.99
61.4800,415.697,2075.1594,4.992
61.5000,412.526,2058.5046,4.99
61.5200,414.6,2069.6833,4.992
61.5400,412.526,2059.3298,4.992
61.5600,414.356,2067.6362,4.99
61.5800,411.428,2053.8486,4.992
61.6000,413.502,2063.375,4.99
61.6200,412.404,2059.5454,4.994
61.6400,414.234,2066.1992,4.988
61.6600,415.209,2072.7234,4.992
61.6800,413.258,2063.8103,4.994
61.7000,415.575,2074.5505,4.992
61.7200,412.648,2058.2883,4.988
61.7400,415.331,2074.1631,4.994
61.7600,412.526,2059.3298,4.992
61.7800,416.307,2078.2046,4.992
61.8000,412.404,2058.7207,4.992
61.8200,414.844,2070.0715,4.99
61.8400,412.648,2058.2883,4.988
61.8600,416.307,2078.2046,4.992
61.8800,412.648,2059.1135,4.99
61.9000,413.502,2063.375,4.99
61.9200,412.892,2061.9827,4.994
61.9400,419.113,2091.3738,4.99
61.9600,418.747,2091.2227,4.994
61.9800,413.014,2061.7659,4.992
62.0000,414.6,2068.854,4.99
62.0200,412.404,2058.7207,4.992
62.0400,416.185,2077.5955,4.992
62.0600,412.404,2058.7207,4.992
62.0800,415.575,2074.5505,4.992
62.1000,412.892,2060.3311,4.99
62.1200,415.331,2072.5015,4.99
62.1400,412.404,2059.5454,4.994
62.1600,414.112,2067.2471,4.992
62.1800,411.672,2054.2432,4.99
62.2000,413.99,2066.6382,4.992
62.2200,413.38,2062.7661,4.99
62.2400,414.234,2067.0276,4.99
62.2600,413.99,2065.8101,4.99
62.2800,413.136,2063.2012,4.994
62.3000,414.478,2069.0742,4.992
62.3200,412.77,2060.5479,4.992
62.3400,415.331,2074.9937,4.996
62.3600,413.136,2062.375,4.992
62.3800,416.185,2076.7629,4.99
62.4000,412.282,2057.2871,4.99
62.4200,415.575,2073.7192,4.99
62.4400,429.359,2142.5015,4.99
62.4600,414.112,2067.2471,4.992
62.4800,428.139,2136.4136,4.99
62.5000,414.112,2067.2471,4.992
62.5200,412.282,2058.1118,4.992
62.5400,414.112,2066.4187,4.99
62.5600,413.136,2061.5486,4.99
62.5800,413.258,2063.8103,4.994
62.6000,413.746,2065.4202,4.992
62.6200,412.892,2061.9827,4.994
62.6400,539.138,2688.1421,4.986
62.6600,536.221,2674.6704,4.988
62.6800,536.465,2675.8875,4.988
62.7000,413.388,2066.1133,4.998
62.7200,411.68,2055.1064,4.992
62.7400,414.364,2068.5051,4.992
62.7600,413.51,2064.2419,4.992
62.7800,420.706,2099.3228,4.99
62.8000,415.339,2074.2029,4.994
62.8200,413.144,2061.5886,4.99
62.8400,415.461,2074.8123,4.994
62.8600,413.51,2063.4148,4.99
62.8800,415.827,2075.8083,4.992
62.9000,414.485,2069.1091,4.992
62.9200,414.607,2068.0596,4.988
62.9400,411.558,2053.6743,4.99
62.9600,413.998,2066.678,4.992
62.9800,411.802,2056.5391,4.994
63.0000,419.243,2092.8611,4.992
63.0200,413.388,2064.4597,4.994
63.0400,413.266,2063.8503,4.994
63.0600,413.876,2065.2412,4.99
63.0800,413.51,2064.2419,4.992
63.1000,415.217,2071.9329,4.99
63.1200,416.193,2075.9707,4.988
63.1400,415.217,2073.5938,4.994
63.1600,412.526,2059.3298,4.992
63.1800,415.453,2074.7722,4.994
63.2000,412.282,2057.2871,4.99
63.2200,415.088,2072.1194,4.992
63.2400,412.282,2056.4626,4.988
63.2600,414.112,2067.2471,4.992
63.2800,411.794,2054.8521,4.99
63.3000,414.234,2067.0276,4.99
63.3200,411.916,2056.2847,4.992
63.3400,415.331,2074.1631,4.994
63.3600,412.282,2058.1118,4.992
63.3800,413.136,2061.5486,4.99
63.4000,415.08,2072.0793,4.992
63.4200,413.006,2060.8999,4.99
63.4400,526.931,2627.2781,4.986
63.4600,551.325,2750.009,4.988
63.4800,418.251,2090.4187,4.998
63.5000,418.983,2092.4011,4.994
63.5200,417.519,2084.2549,4.992
63.5400,415.202,2071.8579,4.99
63.5600,415.69,2075.9558,4.994
63.5800,413.25,2062.9441,4.992
63.6000,415.933,2075.5056,4.99
63.6200,413.006,2060.074,4.988
63.6400,417.153,2082.428,4.992
63.6600,411.786,2053.9885,4.988
63.6800,414.47,2069.0342,4.992
63.7000,411.298,2051.5544,4.988
63.7200,414.592,2068.814,4.99
63.7400,412.03,2056.0295,4.99
63.7600,415.324,2071.636,4.988
63.7800,412.396,2058.6809,4.992
63.8000,413.86,2065.989,4.992
63.8200,413.738,2065.3801,4.992
63.8400,413.25,2063.7705,4.994
63.8600,414.958,2072.3003,4.994
63.8800,413.128,2061.5085,4.99
63.9000,415.088,2072.9495,4.994
63.9200,411.306,2052.4167,4.99
63.9400,415.941,2075.5457,4.99
63.9600,411.794,2055.6758,4.992
63.9800,414.6,2070.5125,4.994
64.0000,413.258,2061.3308,4.988
64.0200,414.6,2070.5125,4.994
64.0400,413.258,2062.1572,4.99
64.0600,416.917,2080.4158,4.99
64.0800,412.282,2058.9363,4.994
64.1000,413.502,2063.375,4.99
64.1200,412.038,2056.0696,4.99
64.1400,413.624,2063.9836,4.99
64.1600,415.568,2074.5154,4.992
64.1800,413.982,2064.9421,4.988
64.2000,415.812,2075.7336,4.992
64.2200,413.128,2062.335,4.992
64.2400,415.446,2074.7373,4.994
64.2600,412.152,2056.6384,4.99
64.2800,414.958,2070.6404,4.99
64.3000,411.42,2052.9858,4.99
64.3200,415.568,2075.3464,4.994
64.3400,412.518,2059.29,4.992
64.3600,415.69,2075.1245,4.992
64.3800,411.542,2052.7715,4.988
64.4000,415.194,2072.6484,4.992
